ponedeljak_dorucak,ponedeljak_rucak,ponedeljak_vecera,ponedeljak_uzina1,ponedeljak_uzina2,utorak_dorucak,utorak_rucak,utorak_vecera,utorak_uzina1,utorak_uzina2,sreda_dorucak,sreda_rucak,sreda_vecera,sreda_uzina1,sreda_uzina2,cetvrtak_dorucak,cetvrtak_rucak,cetvrtak_vecera,cetvrtak_uzina1,cetvrtak_uzina2,petak_dorucak,petak_rucak,petak_vecera,petak_uzina1,petak_uzina2,subota_dorucak,subota_rucak,subota_vecera,subota_uzina1,subota_uzina2,nedelja_dorucak,nedelja_rucak,nedelja_vecera,nedelja_uzina1,nedelja_uzina2
OMLET SA SIROM I PILEĆIM PRSIMA,BIFTEK SA GRIL PEČURKAMA I RUKOLOM,PILEĆA PLJESKAVICA SA PIREOM OD GRAŠKA I NANE,"SALATA SA SIROM, BARENIM JAJIMA I CEZAR DRESINGOM",RAFAELO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,KETO PITA SA SIROM,ŠPAGETE OD TIKVICA  SA PLODOVIMA MORA I CRVENIM PESTO SOSOM,"SALATA SA ĆURETINOM, BUNDEVOM, SIROM I NAROM",POTAŽ OD TIKVICA,LIMUN TART,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,HUMUS OD CVEKLE NA  KETO HLEBU OD MIXA SEMENKI SA KOZJIM SIROM I TOSTIRANIM ORAHOM,JUNEĆE ĆUFTE U PARADAJZ SOSU SA PIREOM OD KARFIOLA,PEKINŠKI KUPUS SA PILETINOM,"INTEGRALNE KETO KORPICE PUNJENE POSNIM SIROM, DIMLJENIM LOSOSOM I KAVIJAROM",PANAKOTA MALINA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,KLUB SENDVIČ OD BADEMOVOG HLEBA SA PILETINOM,MEKSIČKA KETO TORTILJA,POKE BOWL,POTAŽ OD BUNDEVE I ŠARGAREPE,FERERO,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,KETO WAFL SA ČERIJEM I SIROM,DINSTANA JUNEĆA ŠNICLA SA BROKOLIJEM,PILEĆI ŠTAPIĆI U SUSAMU I PARMEZANU SA GRILOVANIM POVRĆEM I FIT TARTAR SOSOM,VITAMIN SALATA,MAFIN SA BOROVNICOM,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ZAPEČENA KAJGANA,"CEPKANA PILETINA SA CELEROM, SARGAREPOM I  PROKELJOM",BIG MAC SALATA,MINESTRONE ČORBA,MOCART KUGLICA,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROLOVANA JAJA,JUNETINA KONKASE SA POVRĆEM,ROLOVANA ĆURETINA SA SPANAĆEM I RATATUJI,"SALATA KAPREZE  SA MOCARELOM, PARADAJZOM I PESTO SOSOM",MALINA-BANANA PUDING
